state,date,sex,age,ethnicity,population
W.P. Kuala Lumpur,1/1/1997,both,overall,overall,1356.4
W.P. Kuala Lumpur,1/1/1998,both,overall,overall,1373
W.P. Kuala Lumpur,1/1/1999,both,overall,overall,1394
W.P. Kuala Lumpur,1/1/2000,both,overall,overall,1416
W.P. Kuala Lumpur,1/1/2001,both,overall,overall,1446.2
W.P. Kuala Lumpur,1/1/2002,both,overall,overall,1474.1
W.P. Kuala Lumpur,1/1/2003,both,overall,overall,1500.5
W.P. Kuala Lumpur,1/1/2004,both,overall,overall,1526.4
W.P. Kuala Lumpur,1/1/2005,both,overall,overall,1551.8
W.P. Kuala Lumpur,1/1/2006,both,overall,overall,1577.5
W.P. Kuala Lumpur,1/1/2007,both,overall,overall,1603.3
W.P. Kuala Lumpur,1/1/2008,both,overall,overall,1628.9
W.P. Kuala Lumpur,1/1/2009,both,overall,overall,1652.8
W.P. Kuala Lumpur,1/1/2010,both,overall,overall,1674.8
W.P. Kuala Lumpur,1/1/2011,both,overall,overall,1693
W.P. Kuala Lumpur,1/1/2012,both,overall,overall,1702.1
W.P. Kuala Lumpur,1/1/2013,both,overall,overall,1723.4
W.P. Kuala Lumpur,1/1/2014,both,overall,overall,1737.4
W.P. Kuala Lumpur,1/1/2015,both,overall,overall,1780.4
W.P. Kuala Lumpur,1/1/2016,both,overall,overall,1789.7
W.P. Kuala Lumpur,1/1/2017,both,overall,overall,1793.2
W.P. Kuala Lumpur,1/1/2018,both,overall,overall,1790
W.P. Kuala Lumpur,1/1/2019,both,overall,overall,1782.5
W.P. Kuala Lumpur,1/1/2020,both,overall,overall,1982.1
W.P. Kuala Lumpur,1/1/2021,both,overall,overall,1964
W.P. Kuala Lumpur,1/1/2022,both,overall,overall,1961.2
W.P. Kuala Lumpur,1/1/2023,both,overall,overall,2005.7
W.P. Kuala Lumpur,1/1/2024,both,overall,overall,2067.5
W.P. Kuala Lumpur,1/1/2025,both,overall,overall,2074.1
W.P. Labuan,1/1/1991,both,overall,overall,52.9
W.P. Labuan,1/1/1992,both,overall,overall,55.4
W.P. Labuan,1/1/1993,both,overall,overall,57.9
W.P. Labuan,1/1/1994,both,overall,overall,60.3
W.P. Labuan,1/1/1995,both,overall,overall,62.7
W.P. Labuan,1/1/1996,both,overall,overall,65.1
W.P. Labuan,1/1/1997,both,overall,overall,67.7
W.P. Labuan,1/1/1998,both,overall,overall,70.5
W.P. Labuan,1/1/1999,both,overall,overall,73.3
W.P. Labuan,1/1/2000,both,overall,overall,76.1
W.P. Labuan,1/1/2001,both,overall,overall,77
W.P. Labuan,1/1/2002,both,overall,overall,77.8
W.P. Labuan,1/1/2003,both,overall,overall,78.7
W.P. Labuan,1/1/2004,both,overall,overall,79.7
W.P. Labuan,1/1/2005,both,overall,overall,80.8
W.P. Labuan,1/1/2006,both,overall,overall,82
W.P. Labuan,1/1/2007,both,overall,overall,83.2
W.P. Labuan,1/1/2008,both,overall,overall,84.6
W.P. Labuan,1/1/2009,both,overall,overall,86.3
W.P. Labuan,1/1/2010,both,overall,overall,88.2
W.P. Labuan,1/1/2011,both,overall,overall,89.4
W.P. Labuan,1/1/2012,both,overall,overall,90.5
W.P. Labuan,1/1/2013,both,overall,overall,91.4
W.P. Labuan,1/1/2014,both,overall,overall,93.8
W.P. Labuan,1/1/2015,both,overall,overall,95.1
W.P. Labuan,1/1/2016,both,overall,overall,96.8
W.P. Labuan,1/1/2017,both,overall,overall,97.6
W.P. Labuan,1/1/2018,both,overall,overall,99
W.P. Labuan,1/1/2019,both,overall,overall,99.3
W.P. Labuan,1/1/2020,both,overall,overall,95.1
W.P. Labuan,1/1/2021,both,overall,overall,96
W.P. Labuan,1/1/2022,both,overall,overall,96.9
W.P. Labuan,1/1/2023,both,overall,overall,99
W.P. Labuan,1/1/2024,both,overall,overall,100.8
W.P. Labuan,1/1/2025,both,overall,overall,100.9
W.P. Putrajaya,1/1/2010,both,overall,overall,73.4
W.P. Putrajaya,1/1/2011,both,overall,overall,77.5
W.P. Putrajaya,1/1/2012,both,overall,overall,78.3
W.P. Putrajaya,1/1/2013,both,overall,overall,79.7
W.P. Putrajaya,1/1/2014,both,overall,overall,80.9
W.P. Putrajaya,1/1/2015,both,overall,overall,83
W.P. Putrajaya,1/1/2016,both,overall,overall,84.4
W.P. Putrajaya,1/1/2017,both,overall,overall,87.5
W.P. Putrajaya,1/1/2018,both,overall,overall,97.2
W.P. Putrajaya,1/1/2019,both,overall,overall,103.7
W.P. Putrajaya,1/1/2020,both,overall,overall,109.2
W.P. Putrajaya,1/1/2021,both,overall,overall,115.2
W.P. Putrajaya,1/1/2022,both,overall,overall,117
W.P. Putrajaya,1/1/2023,both,overall,overall,118.8
W.P. Putrajaya,1/1/2024,both,overall,overall,120.3
W.P. Putrajaya,1/1/2025,both,overall,overall,120.8
